datapoint,misogynistic_label
"It's not mine. Well, it suits you. I look good in everything.",0
"A lot of great writers came from New York, but a lot of great writers came from the South too. A good writer can write anywhere, like Anne Frank. She wrote behind a bookcase in the attic.",0
"Ben, I don't want Blake to die. She's not going to die. I'm going back for her.",0
Last year? Yeah. It's been hard on her.,0
"But, yo, that ain't even my type, though. I don't even like people like that, man. You said you was in love with her, Malcolm, so, you know, it is what it is.",0
"We can tell her next time we see her. But what if -No, Davina. She's strong.",0
"Oh, my God.? We'll stay young forever We'll get by however",0
I rushed to Bagdad but... He had already passed once I got to the hospital. Is she a good person?,0
We're broke. Let's get solvent sexy pants. You wanna go see a movie?,0
"Uh... speaking of which, uh... what about communication? Well, she gets a family call once a week with a counselor and, um... when she earns enough points she'll get video-chat privileges. And how long do you think she needs to be here?",0
"Yesterday's hits from 1982. Coming up, a little holiday tune requested by Adrian and Seth from Franklin, Tennessee. They're on their way to the annual holiday pageant...",0
I take it the two of you don't get along. No she's... What?,0
"Yeah. I didn't think a teenage boy would read all the classics, especially the one's written by women. He's a very unusual man.",0
"Let me see what I can do. Just give this to the guy at the tow lot, and he'll have the car ready for you. $25, seriously?",0
"What kind of game are you trying to play here? Oh, I ain't playing no game. Now, if you're trying to scare me, you're gonna have to do better than that.",0
"Buying more drugs. Shut up. Maybe she just, you know, went home with a rando...",0
"When her hands are tied like this, you got enough advantage to jump up on her and choke her. I don't know. Now that I think about it, I don't think I've ever choked anyone before.",0
"I have to tell you, it's so wonderful to look up to a wonderful and talented and independent woman, who also has wonderful taste in deciding what inspires her. Yes. I know.",0
"Not to mention that we had an accident with mine when someone, not to name any names, put her elbow in it. What? It was an accident.",0
"Go get' em, Tiger. -? Girls, girls, girls? -? Women, women",0
Fire! Screw you! Just go to the nurse!,0
It's terrific. So... You ready to get married?,0
"We can go home now. "" Dark eyes burning, in the night they glow. She knows only yearning. What else is there to know? """,0
I'll tell you what you've done wrong. You withhold your love... from a woman like me. And previous women... and future women like me.,0
"And you're like, "" Fucking hell! "" Yeah, and she's getting along with your friends. Your mother's like, "" I think she's the one. "" You go, "" I think she's the one as well. ""' Cause it takes time to really get to know someone well.",0
We have a meeting Monday afternoon with the now channel. That's amazing. That's fantastic.,0
How could you just... what? What? You don't understand how a mother could just give away her child and never think about it again?,0
I like her numbers. Thank you. That of course is assuming the..,0
"They gonna be looking for her. We ain't gonna do nothing of the kind, Margaret. Leonard Cunnings!",0
So Lysistrata is not your partner? I'm not in a relationship wit my rep. This is bigger than your fucking rep.,0
"Dr. Frances, we can't take care of her. Her malady has more will than her judgment. She needs haloperidol.",0
"If she hadn't of sacked up, this whole thing would have gone to shit. I left my tab open at the bar. What?",0
"I thought of something a couple of years ago and I was "" Don't do it, give it another year and if you're still thinking about it, do it. "" That's what I did. And I was inspired by my friend who got a tattoo of her grandfather's name on her wrist and his birthday because he has an amazing story, so... My... My friend's grandfather survived the Holocaust because he was a Nazi.",0
A single father who raised me to be proud of the woman that i see in the mirror. Daddy... may you rest in peace. May you rest in power.,0
"Hey, you only get one call. Back in line. Fuck.",0
"Yeah. Who was that person that just came out of here? Uh, it was a Jehovah Witness.",0
"Louis, let's just go back. Okay, I don't want to stand out here all day begging her to open the door. And, plus, I stink really badly.",0
"Hell, Beyonce Knowles herself even has to bow down. They call her Lysistrata, one like no other.",0
Guess you can't keep a good relationship. Walk away. It's gonna get ugly.,0
"Yeah, that's what my sister said. I liked her. Yeah, me too.",0
Why did you take? Why have not you given him? Stop and talk with me.,0
"You haven't even acknowledged them. You don't believe me, do you, Ben? That's why I am here, Terrence.",0
"You hear me? Then she gonna come downstairs Talking about, "" I don't want what you've cooked. "" I only want turkey bacon and fresh blueberries.",0
"Okay... See what I did? I said I was perfectly okay, but I wasn't?",0
"Do you love her? Course not, baby, it's not like that. Is she the only one?",0
Many divorced women have needs. She's not divorced. There's a trial separation.,0
"Three thousand people. You got some ideas? Yeah, I got some ideas.",0
"Everyone, please welcome Donna Stern! Yeah! Here we go.",0
"How you doing? They letting you play today? Keep your head up, kid.",0
"I called her to take you to the West, but she missed the call thanks to you, and I had to leave my vacation to come fix everything. Nothing but lunatics in the West, sir. You're not supposed to be here, lady!",0
"Ray till you cry like a little fucking baby! Fine. But before we go in there, I think you might want to hear what I have to say... in private.",0
She's dangerous and you know it. Anna. Anna.,0
"That's not true! Guess what, Daddy. Your daughter is pregnant!",0
Uh... You don't know her number? No! I... Ssh!,0
"It's called Julio's. The driver goes in, you get out. There's gonna be a car waiting for you with me in it.",0
"Whoa. I know. It's crazy, right?",0
"You're a woman of few words. You want him, don't you? What?",0
Give me a kiss. I'm so excited. This one's gonna be nicer than her grandma.,0
"Jake, give her to me. She's not feeling well. It's all right, honey.",0
She shows herself naked in the sky. I am sure she is looking for lovers. Does she not reel like a drunken woman?,0
"Fellas, if you do that, and I mean this harsh sentence here, but hear me out. Fellas, if you live with a woman you're not sleeping with, you have no respect for them. You have no respect for them.",0
"How can something so impersonal, salvage a personal dilemma? new most men failed because they sold themselves from their perspective and not a woman's. would not make the same mistake.",0
Poor baby. She suffered so much. We have to find a way out of Here before we end up like Sonia.,0
"Starting salary. Sounds like a fucking asshole. I just, I don't get her.",0
Why is she... Okay. I think it's over.,0
"Women's problems. I would really like to explain. No, it's my fault.",0
"But... I mean, my head hurts sometimes when I think about that stuff. She smiles when she's with you.",0
"Oop. Sorry. Did I hurt you just now? No, no, it's fine.",0
Do not have much time. Time for what? Michael...,0
"Okay, the term not with us anymore implies death. It's almost like you admitted to murdering or killing her. What are you talking..",0
"It's from rolly. "" I can't hold her much longer. "" All right. Come on.",0
"Stryker, I don't have all day. I'm wasting away in here! Stryker, those women are scheduled for termination...",0
"No. You see, on those late and lonely nights when you're all alone, solo, abandoned, lost, clutching the corner of your pillow, you want one thing, and that is a guy like me, so you get what you get, friend. Women are just like men.",0
"Where is she who hath given herself to the young men of Egypt, who are clothed in fine linen and purple, whose shields are of gold, whose helmets are of silver, whose bodies are mighty? Bid her rise up from the bed of her abominations, from the bed of her incestuousness, that she may hear the words of him who prepareth the way of the Lord, that she may repent her of her iniquities. Though she will never repent, but will stick fast in her abominations ; bid her come, for the fan of the Lord is in His hand.",0
"I haven't met anyone vaguely interesting... since we separated. How about we just stick to the game, okay? I've been masturbating a lot.",0
"Peter... Listen, I'd love to believe all of this, I really would. But you left... the most wonderful woman ever... to die alone.",0
"This person was caught in adultery. You know the law, there must be consequences for this. I'm writing?",0
That it? You thought you'd been with an available woman? Or did you know that it was me you've been fucking when you've been fucking her?,0
She blames herself for Missy's death. You had your own guilt to deal with. But the time for blame is over.,0
"Perfectly. We're running out of time. All right, take her.",0
"Or as incapable of taking any compliment. OK, he'll be here any minute. See you down there?",0
"With a masseuse? Nah, with a vagina. Ashley's like saving herself for marriage, so I only get to have anal sex with her.",0
"So much coca? na. Yeah, fuck her.",0
I love to hold her. You're not afraid she'll kill you? Scaredy cat.,0
"So she knows how to defend herself, and he remembers how to speak to a lady. Well, shit. Excuse me.",0
Do you happen to know why there are a bunch of stolen jewels in your super-secret safe that only you think is super-secret? You'll all find out soon enough. Can you see her?,0
"Cause I feel like we could do a cat fight for you. That's nice, but let's go back to Carla and her man. Oh, God, do we actually have to?",0
Where is she? Is everything okay? It's okay.,0
"Don't mind him, Colin. He's got relationship troubles. You know how that goes.",0
"I mean, I fucking touched her. You know, and I felt her with... And she was trying to tell me something.",0
I want to know. I don't think there was anyone innocent in this story. Not even that person.,0
1 don't know. 1 bet your mom hates it. It could get her pants wet.,0
"Life has been tough? Yeah, in a way. You're not like anyone I've met.",0
Walk around looking for other folks to stand next to? You even already have a butler name. What?:,0
"I see. You think that I like to wear feminine clothes. Now I do, yeah.",0
"You know, if a guy forgot a woman's birthday, she'd probably go fucking ape shit, dude. Yeah. Yeah.",0
"Maybe this is the wrong place Forests can fool you But, Grandfather, this was the place Well, it could be the little lep... gnome had second thoughts on seeing me, I mean Now, a little girl, that's one thing, but an old curmudgeon like myself... And it could be in her imagination too I didn't imagine him! I did see him!",0
"It will be passionate, a passion that goes far beyond the bedroom. It's powerful, making you feel like the First Lady, or the Queen of England. But you'll be submissive, as any woman with that desire would for the right person.",0
Would you like to see them? Maybe after you open this beer. Confusion in her eyes that says it all She's lost control,0
What the fuck's going on? What? Are they gonna zip tie these cables and hug' em to the walls?,0
Like I don't know a blonde hair? Oh. I know some blonde women.,0
You don't need no game. What you doing? You just locked my door.,0
"Because she saw all these women Coming in and out of here. You can use it to make her jealous. Talking out of my ass, but hey, it could work.",0
"You found her. She's got a mind of her own sometimes. Yeah, nice trick with the remote control.",0
"Oh, my god. I'm in a coma. Fuck you!",0
Valina! I'll fight. No. Call Chancara!,0
Swears she can make herself weightless. Pull it up. Pull it up.,0
Solved... my father. WOMEN Do we escape?,0
Oh dude. You're fucking gross. Oh my god.,0
Are you St. Blair or aren't you? Yes. You are St. Blair?,0
"You strong! Look, don't be playin' with me. I'm a woman.",0
"No. I haven't been able to find her, like, all summer. That is fucked up.",0
"She is crazy. And funky. She does not smell, get the hell out of here.",0
"After the plane crash, I was left for dead... muerta. Where a local medicine woman nursed me back to health. She was able to fix my body but not my mind.",0
Whatever. The point you deserve someone whatever. The point you deserve someone who gets you.,0
"Got ta have faith, right? You got ta keep believing in yourself. You're a great kid, Charles.",0
"Of my master, my king On the last day I will follow My soul I will bring... Yeah?",0
"Z! Z, are you daft? Stop! I will kill you!",0
"Wheeler is the boy of my older sister. And, you know, he was just a boy when she passed, and Wheeler took it real hard. Heclungto hisdaddy.",0
"This isn't a date, is it? I'll ask Riley. I don't like this.",0
It's from the firm. And tell Laura she absolutely tops herself... -... every time you guys do this. I'll do that.,0
"I hope you like to fly, baby,' cause it's time to go.",0
"Sydney! Sydney! Josh, I see her!",0
"Come on! Shit! Mom? "" Jennifer Glick. "" "" Charles Barlow. "" Okay. Charles Barlow.",0
"She had to strip down to nothing! She had to sit in a chair, pull that chain to nowhere back and douse herself with water! Where did that water come from?",0
"It's hormonal. I mean, I don't usually fall back on, you know, Women's issues, but... But child-proofed how?",0
"Right, oh... I'll be sure she gets this. So, um, what do you got doing for Christmas? Well, I volunteered to stay with Nancy through New Year's so that the other nurse could go be with her family, so...",0
"Come on. We just saw that... Syrup, syrup.",0
"Chunky I'm looking for them women with the big old hoops That dropped it down in Daisy Dukes I wanna get down Yeah, I'm the one so I'm trying to recruit I'm looking at you Yeah, you, baby? Sing it, y'all.?",0
"Her name is Amy Campbell and somebody has massacred her, Ben. Someone who knows what we did. She saw me at Emily's place.",0
Women weaken legs. You know what I mean? My legs work just fine.,0
"And then anon drums in his ear, at which he starts, wakes, and being thus frighted swears a prayer or two and sleeps again. This is that very Mab that plats the manes of horses in the night, and bakes the elflocks in foul sluttish hairs, which once being untangled, much misfortune This is the woman, when maids lie on their backs, that presses them and learns them first to bear, making them women of good This is she...",0
"I woke up, combed my hai, drank some beer and played with Jolly. My dog, Jolly. I loved her more than anything in the worl.",0
"How' bout that? Look who, hey! Hey, What's up Richard?",0
"Her and her. I actually am. Now, just like you did before, feel free right now to say whatever you want.",0
She made me come here.? The night is calling? There's something different in the air I'm wide awake?,0
"Yeah. See, some people take selfies in kind of... a special way. You know.",0
"She told me that herself, so it's all good. Cool. Look, you're a good guy.",0
"Hey, you ever studied the Bible? Maybe. Well, it says that on the sixth day god created women, right?",0
"I'm just telling you what she told me. And the esbat seemed to fit what Aaron had been telling us. About people painted black, chanting, doing what men and women do.",0
What's up with your mom? I'm tracking her down. I can not wait to find her and expose her lie.,0
Wow. She went from not working for the past six years To getting a series regular gig on a big network show.,0
What would a pimp like you want with a disabled woman? Let's just say she's errr... left an impression on me. Make an offer?,0
"Ugh! I know, you're jealous. You guys know nothin' about people.",0
Awesome. When'd you get a mustache? If you change that channel one more time.,0
S hungry? I s? you mu? c. Good?! C fall of... Survival?,0
"Jennifer, you have such an impressive resume. Thank you. So what makes you want to work at an adoption agency?",0
"God help me, I spent the better part of the eighties worshipping that ass. Really? It is you.",0
It's a brutal force with a great sense of humor... that'll steamroll you if you're not watching. But we're all gonna take a girls' trip in her minivan. Great.,0
I wasn't... Just as we feared. Juror number three.,0
"Yes, Mr. Phelpmitter? Why won't you let Mr. Wheeler see Daisy? Mr. Phelpmitter, I can't discuss another patient with you.",0
"Mm? Why do I care about this again? Uh, because it was on the web and a link was also sent directly to you from a server in Cartegentina.",0
"I'm not sure how I'd react to another woman in my kitchen. Especially so early in the morning, but you are so kind. We will get out of your way, right away.",0
"But, now I've got the most amazing woman in the world here with me. You know, Elliot's first wife's still fighting him in court. None of this is gonna be easy.",0
"James has a need to be romantic. It's in his DNA. Most women would question his manhood, But i am evolved enough to appreciate his softer side.",0
"I think that, uh, as much as we regret it, integration is here, and I would like to be able to do as much as I can to prevent it coming. But one white woman and her son actually showed up to march with the Negroes. The owners of the White Tower restaurant should be ashamed of themselves.",0
"I kind of wonder like the actors when they signed on I mean Ida Lupino, an icon is stabbing A giant rat in her kitchen As it climbs through the window. You know what, that's kind of why you want to see it.",0
"You strong! Look, don't be playin' with me.",0
"That Freon thing you did in New York was way cool, by the way. What'd I say? I lost my friend Skye in that storm.",0
"No, you're being paranoid. She's just really unstable. She's here.",0
Thank you. Is this how you do it? No.,0
No dad? No. Mom? Killed herself.,0
"She likes to volunteer at dog shelters. She's a fan of classic rock and collecting mini Camaros. What, as in the cars?",0
"Brandon, come on! She's dead! Let's go!",0
What? You think that's weird? Ask him how he poops.,0
"I bring the fire.? Say your car roll back up the hill. Supposed to be a witchy woman outside of Natural Bridge, Alabama after truckers what killed her.",0
"He who love touches not walks in darkness. "" Plato's symposium, and one of my personal favorites. Now, before you all start groaning about how you ended up with such a mean teacher, the following quiz is one that Mrs. Cohen prepared... before she left.",0
"So you're still all plugged up? Come on in. I'm not gonna give you too much, just... just a taste, just a little taste.",0
"Say what you will about her manners, she does know how to motivate people. Hold your sword in front of you, useless woman. Perhaps a soldier will trip and impale themselves.",0
"Consider what? That monsters blew up the drift and killed my people? You listen to me, now!",0
"These guys are tribal. Even some of the women with them hide Kalashnikovs under their Burkas. I bet every single one of the Hajis knows about his plan to attack the U.S., you know?",0
"Thank you. I can get the key in, but then when I turn it... oh! Just the new paint sticking to the door.",0
"You used to go see, way back then. Yeah, yeah I know. But I don't understand her.",0
Who knows what kind of messed-up psychosis Meeting of self is going to bring on. I won't leave her. I can't.,0
"I can't get a hold of them. This is quite a greeting, isn't it? Oh, come on.",0
"Then she starts to reveal little flaws and after a while, just gets pretty hard to care. Feminine ideal only exists in a man's mind. No woman could ever fulfill it.",0
"Where's the phone? Honey, you know where the phone is. It's in the kitchen.",0
"Poison Ivy, poison oak, poisonous snakes, wolves, wolverines for starters. She's your daughter, you have to talk to her. ",0
And I'm gonna be a voice for the women you're abusing. Maybe no one's ever said that to you before but I'm not just gonna stand around and let you fuckin' spout your self congratulatory bull shit in my community. Feminism.,0
"You're unbelievable . Just keep pushing, you're gonna drive her away too. Your opinion is noted, you may leave now.",0
"Huh? Don't count on it, Savage. Only an uncivilized brute threatens someone. ",0
Yeah. I talked to the doctor. He says the guy's still in shock.,0
"Amy. What's going on, what's going on? You have to help me.",0
"She killed herself. Yeah, oh, but you know, Jack's mom, that gets a little nastier. Shetookmuchlonger togocrazy, you know.",0
The-the person that we're lookin' for her name is angel twin' 91. She's one of Chelsea's most active posters on her website. Okay.,0
"Great. Well, it doesn't make sense. She knew better than to make dangerous choices. ",0
"I got ta go to work. Oh, can't you just play hooky? One day?",0
"Hey, get a load of this guy. Oh. Humanity, you never fail to disappoint me.",0
"No, not the chair. We'll die of boredom. Don't be so melodramatic, hairball.",0
"Well, I told you not to! Are you demented? I had a flat tire!",0
"Your food is ready, sir. I hope you enjoyed your meal, sir. Thank you, sir.",0
"You know, it did sound pretty good. Paper-thin. Now, Chase's ex-girlfriend, Jordan Holliday, She's an amazing person.",0
Bring her to me. Evening boys. The wizard!,0
"Narcy! Get away from me. You think you can go around screwing other women, and come back with some jewelry, and everything will be fine?",0
"We're a family we're gonna fucking do those things, but you don't have sex with another woman. That's what you don't do. This is so fucking embarrassing, I'm sorry.",0
Some pregnant women could do it. and they'd still get some of the benefits. Do you think it's any good?.,0
"And he got in with the female, and put her in a family way. And you were... So excited when the bunnies was born.",0
"Then that's your goal. That is your goal. Go in there and make her smile, that's all you've got to do.",0
"But I'm a grown ass man and I don't need you lecturing me and I don't need someone looking out for me. I got it. Yeah, so if I wanna go have some drinks with a beautiful women and enjoy New York City, I'm gonna do that.",0
"Yeah. I can't believe you nearly walked passed me down there. Sorry, i was distracted.",0
She comes to see me. Whatever. She's my girlfriend.,0
Did he leave a note? Nothing. I don't...,0
"So I had the talk with Reva with my mom, and you were right, because she only wants me to be happy. Yeah? And what's all this?",0
"Used to seeing her in bad relationship after bad relationship after bad relationship. Usually had to step in and hit people very hard. So I don't really care what your real name is, or what you did in your past, or even how tall you are.",0
"The judge will never allow that. "" Culpepper v. Volkswagen. "" I've got a hearing tomorrow at noon. She shot herself.",0
"It looks like he knows where we're going. Well, he doesn't. We're just as lost as you are.",0
Excuse... ex... put that back! Let her have I let my brother have some peace for once. What?!,0
Your son liked his morphine. Liked it twice a day. Didn't know your son was a junkie?,0
"That happens, you know. Why would I poison her? I don't know, Raymond.",0
"I'm just the type of person whose light is so bright, it's kinda hard to be around me, you know what I mean? I'm the type of person who women just find themselves... And always using big words out of context.",0
"Mmm. Four years, and y? u never talked to her. Well, in my defense, no one did.",0
"You have no social life. You don't go out. And to be painfully honest, most women don't even look in your general direction.",0
"That's great. Are you alright, son? Allergies.",0
"Don't pull your love out on me. Take my heart, my soul, my money, but don't leave me to drowning... I got to do something for Shrubbie or there's no deal. I'm in the phone booth, it's the one across the hall If you don't answer, I'll just ring it off the wall I know he's there, but I just had to call Don't leave me hanging on the telephone Don't leave me hanging on the telephone I heard your mother now, she's going out the door Did she go to work or just go to the store",0
"Well, she's not a baby anymore. She's 11 now. You would love her.",0
"You bailed on me? While you were busy making friends with the police, this awful woman followed her. And how the hell did you follow her?",0
"Come on, do not remain hidden. Where's the fun? Ask her to leave.",0
"Yeah, yeah, what's her name? . , okay, now that sounds like the name of my grandmother's girlfriend, . Anyway, look, make sure you are on an early flight tomorrow morning okay, we've got another proposal with Nisley at noon. This here, is a VeroTech man.",0
"We just ran out of fertile women. I'm sorry, . I think you're forgetting someone. .",0
"You felt what? Why, you little bitch! She just ran headfirst into the wall, and knocked herself out.",0
"IT'S A SOLO ACT. WHAT?! OUT OF MY WAY, MERLIN.",0
"And they had typhus as well. And they more or less withered away and first Margot died and the same day or the next day or two days later Anna as well.? ? MARTIN Anne Frank came so close to surviving the war, and being reunited with her father.",0
"Like a sex worker handbook [?] Yeah, like a sex worker handbook. You haven't seen Pretty Woman [?]",0
"I know. That's why I thought it would be a good idea for her to just... You know, throw herself into something.",0
"It sounds like Emma was a lot more messed up than anyone realized. No. Look, I just don't believe she would want to kill herself.",0
"I mean, those two should not be allowed contact. If she starts putting ideas in his head... Bring her in.",0
"She's gonna see her mom fall down and then she's gonna see her mom pick herself back up. No, what she's going to see is her mom get her heart broken! Oh, my God.",0
"She's been coming in early and staying late. Plus with Lexi prepping for a show, I'm a little short-handed. Well, if you think she's not gonna get herself hurt.",0
"That's the class pet. I'm not supposed to leave her during an evacuation. Listen, Olivia.",0
Let's go. I don't like to fight people. I can see why.,0
"He whispered something to her at the restaurant and the next thing I knew, she stormed out. You know, it was actually a thrill to see her go. But even though he stayed, he wasn't really there.",0
"No, I just... I need to know what's going on. But, it's been less that a week, give her time to adjust.",0
"I accessed his phone records. The majority were to an individual who was not responding. Okay, so the woman... you, go on.",0
Monday? Monday sounds fantastic. Okay.,0
That's what everybody here knows. They're afraid to say it to your face. You're not gonna fight again.,0
"I'll be there. It's him, Billy. She's arranging a meeting.",0
"Everything good with the two of you? Yeah, she's great. You're lucky, Jonny.",0
But you know what I was proudes of? Mentoring a lot I was proudest of? Mentoring all of them.,0
"Oh, yeah. Honey, I really hurt. I think I broke -Come on.",0
"Look, it's none of my business, but I figure, a person like you comes all the way out here from -Las Vegas. Right. Anyway, you know, I admire that.",0
"I just feel like women, we're always the one's having to do the gross, kinky, nasty, tricks in the bedroom. I feel like you guys need to come up with a couple fucking tricks. Thank you.",0
"I also want to thank my reps, three amigos, Jay Baker at CAA, Joel Ross and Jamie feldman. And I have to thank two women in particular. My publicist, Paula Woods and Paula Seacrest.",0
"I had it all planned out... grad school, work my way up the company, top floor, corner office. Then the boss's daughter throws her breasts in my hands at a Christmas party. She's cool with the sham marriage.",0
"Keep it up, boy. Good boy.?' Cause I ain't even met you yet But I know that some things take time And everything's all right.",0
"Hey, uh, real quick, um... What's her name again? Who?",0
"Feelings of disgust? Murderous feelings? What kind of feelings do you have for her, Zane?",0
So we made our own decision. And she's fine. So don't blame Hazel for anything.,0
Sorry for Mara. She was a good person. It is difficult to deal with such a thing.,0
"No, this patient in the ambulance, she grabbed my scissors and started slashing her wrists. It was so chaotic! I had to sedate her.",0
Does he have security clearance? And hadn't left his side since. Then fucking let him in just like you would any other fucking person with a fucking security clearance!,0
"Yeah, she is your problem, is not she? So, your men... Agree to help me out with my problem, and I will let them go.",0
"Right? You go in forthe kiss, you're kissing. Boom, boom, boom, kissing.",0
"It seems like a really nice organization for you guys. Yeah, we get to dress up, be different people. It's fun.",0
She was... she's pretty smart. I respect her. You want ice?,0
"Repair the sword. I will not be happy until the sword is not ready and Morgana mona. Well, it seems to have a problem.",0
But I wish I had half the strength that she did. She was one tough lady. Obviously not tough enough.,0
"Let's say we wanted a 3,000-square-foot house, four bedroom, three bath. Ballpark, what's that gonna set us back? That's a bit unrealistic. ",0
"Who's got her? A beast! A huge, horrid, monstrous beast!",0
Come on. You're an entertainer. Give them what they want.,0
"Such a skinny woman. "" "" I wonder, how does she keep her figure? "" What she does is she watches her husband like a hawk! Pecking at him...",0
"I'm a cop and I keep people safe. That's what I do. I protect people, okay?",0
"Yes, but the camera does not point by itself. A man does it... Uh, or a woman.",0
"You kept your oath, but you are free to stay with the Queen, in her service. The Queen demands it. Long live Norvania!",0
"She'd never know, so. Anyway, I've got ta get jogging before nightfall. Pleasure meeting you.",0
"You don't understand, Judge. I was trying to help. I was trying to help her!",0
"But she's pink, and -You're scared of pink? Exactly. You can always go back into your little shell and hide there.",0
"I went to Gabrielle's to tear you away from the spelling bee. She told me you went over to that girl's... her words. Dad, it has been a really long day.",0
"You're my brother. If you need anything from me... Last night, Mommy killed herself.",0
And that scares dudes. But she got ta stop getting down on herself about getting pregnant with that white dude. She's gonna end up a bitter old woman if she don't start having some fun.,0
"Hold on. If I didn't know any better, I'd think you were coming on to me. What?",0
"I know The Void. Spit it out! So I meet her there, bring her home, J? sus comes over and we're all doing blow.",0
"I got no service in the sticks. Dude, you should ignore her.",0
Fine. Don't tell them anything. Something's going on with this woman.,0
"What about the woman thing where the sharia law is back? And there was a firebombing the other day. Yeah, I think it's worth the risk.",0
"Just minutes ago, police released this recording of the terrified teenager pleading for her life. A warning this may be upsetting for some viewers. LOLA : I don't know where I am.",0
"They're so fucking crazy, even, like, starting from when they're little. Why do you date girls, then? Do you just prefer women?",0
"It's not theoretically possible. Wow, you are such a wimp. Look, Charlie Charlie, if you're going to hurt us then show us or you're gonna be a wuss like Skeeter over here.",0
Hide me so he doesn't see me. How's that? You have a criminal soul?,0
"That's just a story for kids. Roslyn's too old to believe in that nonsense, isn't that right? If I let her go she'd just run away to save herself.",0
"Well, if you love the sister, you did. Why would she say it, then? After the worst two hours of our whole relationship?",0
"This group, come with me. The others, go with him. Quick mantle miss you.",0
Humans. I don't think I'll ever understand them. Join the club.,0
"Yeah, she's beautiful. I think so too. Yeah.",0
Do you want to spend the night in the car? Charlie! No... Let's get her upstairs into one of the beds in the upstairs bedrooms.,0
"You're already scratch-a-thon. Dude, I don't need to scratch. It's just' cause you keep putting that in my head.",0
"You could be a real role model for them. That's not my problem. Hey, so, we heard a vicious rumor That Fawcett's snagged you all to herself after school?",0
"No. There is a reason why Hobbs is so adamant about getting this flashcard back, because a guy his age would be proud to have proof of having slept with someone as young and beautiful as you without paying for it. And if Simon told you to go have sex with somebody, there's a reason why he got so upset when he saw the footage.",0
And this is the wedding reception but it's not a wedding reception without a wedding band. It's not a wedding reception without a wedding. Psycho.,0
I was... I was scared. I should've stayed. I should've helped her.,0
Sure. Yeah. She is an international treasure.,0
"No, I'm not sleeping with her. Where were you last night? You didn't even call.",0
"She uses it as a distraction, so I... change the subject at hand. That's why I think it's good she's talking to another woman about it. She doesn't have many women friends.",0
"She might be hiding with Mr. Dash. Oh, we don't know if there is a Mr. Dash, Dad. Maybe things didn't go well after their wedding or something.",0
"Ladies, come on. This is Cloud 10. This is the shiz, a'ight?",0
You were the one leading the parade. You were too shit faced to remember. You spiked my drink.,0
"Okay. Giant, jumbo jellyfish, huh? Hey, guys, what did I miss?",0
"I guess she just... Won't open up to me. I mean, she's my sister.",0
"It's Dara's book party! Just to clarify, this is the girl that wouldn't let you into her apartment, right? If I don't go to this thing tonight, people are going to speculate about my mental state and what happened.",0
Don't worry. I got it. I got it.,0
O Holy Night The stars Are brightly shining,0
"Witness what happens when you defy me. Glinda did very well for herself today, I'll admit. Leave her alone!",0
"Just, um, you know, last night, um, she was so excited about her date... and forget all about you. Only I can't help feeling you're in trouble. I liked it better this afternoon when you stopped asking questions.",0
"He makes all these little flirtatious comments to other women... Uh, uh, uh. Elizabeth, just so I know, how much of the one hour we got together today are you gonna spend whining about your husband?",0
"Why... WOMAN ON Paging Dr. Bender. Paging Dr. Bender, please. Oh, my God.",0
"I mean, that's all you really care about. I don't think you're really bothered about any of them other women, I mean,' cause you're just like him. I mean, what does he do?",0
"Run after Abi... and just kind of stick it down the back of her shirt. No. No, it's going to tickle.",0
"I thought we were gonna, explore the world and the seven seas. Yeah, yeah, yeah. I mean, still gonna do that.",0
"So you, like, killed it? No, I didn't kill it. Oh.",0
"And the women sleep with men! But Jenny, who is... who is... who is... is generous and kind and has never hurt anyone... isn't normal and right, because she wants to marry the woman she loves. Jenny is good.",0
"Spencer, Spencer stop, stop whatever you're doing you have to let us go. Now why would I go and do that mack? Spencer you're not right, you're not right, I can help you we can make this better for you okay?",0
What do you think? Definitely. I miss these.,0
"I told him that disappeared when I went outside. Well, are you sure she was dead? Of course you do!",0
"I mean, what if she finds out? How could she ever find out, man? I don't know.",0
So what are you saying? We don't have enough to arrest them yet. They broke his hand in broad daylight.,0
"I am a fully grown adult. You sat me at the kids table! You have no idea what that feels like, and you never will, you have a family, I am alone.",0
"I got the human touch. You just got ta be open. And let me tell you, that is much more important than being focused.",0
"The family encountered eerie activity soon after settling in. They heard strange sounds, were pulled from their beds at night and witnessed the ghost of a woman who hanged herself from the bedroom ceiling. Carolyn received the harshest treatment.",0
I adore women. That's why I fuckin' care. That's why it bugs me...,0
Johnny! Stop. Calm the fuck down.,0
"Yeah, she did. But she died. Yeah, she did.",0
"A little vine on the line, she's done, Danny boy. Ah, goddammit, Beau. What?",0
Easy payday. Why don't we ask the girl? Where are they?,0
"I'm a stylist to the stars now. Come on! Your man, Hollywood ain't a rockstar no more.",0
"Sorry to say, I don't fit the normal female mold around here. Look, for this to work, everyone has to contribute and be effective at it. These women are very effective in their roles.",0
Are you trying to get yourself killed? We got ta take cover! We have to go.,0
"By all means, honk. Alert the entire neighborhood. Covert operation in progress.",0
"No, she's good. The crying's actually, like, good for kids' lungs. It makes them strong or something, you know.",0
"Vaginas are cool. Oh, right, Carly. She's smart, funny, and a great musician, even if she doesn't always believe in herself.",0
Keep with us. We can't. We can't go back.,0
